	Time(ms)	S0(mW)	S1	S2	S3	DOP(%)	Average DOP(%)	
2.10000	0.20550	0.77126	0.60048	-0.21189	100.37842	100.37842
2.90000	0.20586	0.77065	0.60137	-0.21107	100.34180	100.34180
3.70000	0.20565	0.77078	0.60146	-0.21110	100.43030	100.43030
0.30000	0.20547	0.77132	0.60091	-0.21027	100.35400	100.35400
1.10000	0.20620	0.77111	0.60128	-0.21039	100.37842	100.37842
1.90000	0.20547	0.77187	0.60015	-0.21012	100.39368	100.39368
2.70000	0.20620	0.77212	0.60005	-0.21027	100.39063	100.39063
3.50000	0.20597	0.77181	0.59981	-0.21149	100.35400	100.35400
0.10000	0.20513	0.77166	0.60036	-0.21033	100.39368	100.39368
0.90000	0.20628	0.77200	0.60027	-0.20972	100.35400	100.35400
1.70000	0.20518	0.77258	0.59880	-0.21189	100.39368	100.39368
2.50000	0.20612	0.77227	0.59960	-0.21079	100.37842	100.37842
3.30000	0.20578	0.77227	0.60005	-0.20957	100.37842	100.37842
4.10000	0.20503	0.77319	0.59914	-0.20902	100.36621	100.36621
0.70000	0.20604	0.77200	0.59981	-0.21113	100.36621	100.36621
1.50000	0.20526	0.77386	0.59783	-0.20969	100.39368	100.39368
2.30000	0.20565	0.77377	0.59777	-0.21027	100.40588	100.40588
3.10000	0.20604	0.77429	0.59703	-0.21033	100.34180	100.34180
3.90000	0.20508	0.77395	0.59780	-0.20969	100.35400	100.35400
0.50000	0.20583	0.77352	0.59801	-0.21082	100.35400	100.35400
1.30000	0.20539	0.77483	0.59685	-0.20927	100.39368	100.39368
2.10000	0.20576	0.77334	0.59816	-0.21122	100.35400	100.35400
2.90000	0.20607	0.77471	0.59694	-0.20942	100.32654	100.32654
3.70000	0.20518	0.77444	0.59694	-0.21021	100.45776	100.45776
0.30000	0.20573	0.77462	0.59709	-0.20920	100.37842	100.37842
1.10000	0.20547	0.77560	0.59597	-0.20872	100.39368	100.39368
1.90000	0.20560	0.77508	0.59645	-0.20908	100.35400	100.35400
2.70000	0.20594	0.77532	0.59636	-0.20853	100.31433	100.31433
3.50000	0.20500	0.77517	0.59725	-0.20698	100.36926	100.36926
0.10000	0.20610	0.77535	0.59624	-0.20884	100.31433	100.31433
0.90000	0.20534	0.77468	0.59758	-0.20737	100.41809	100.41809
1.70000	0.20513	0.77627	0.59554	-0.20768	100.35400	100.35400
2.50000	0.20636	0.77679	0.59471	-0.20789	100.26550	100.26550
3.30000	0.20503	0.77508	0.59703	-0.20780	100.41809	100.41809
4.10000	0.20565	0.77624	0.59560	-0.20719	100.39063	100.39063
0.70000	0.20518	0.77612	0.59536	-0.20856	100.38147	100.38147
1.50000	0.20531	0.77581	0.59636	-0.20713	100.37842	100.37842
2.30000	0.20620	0.77697	0.59447	-0.20786	100.37842	100.37842
3.10000	0.20526	0.77575	0.59633	-0.20759	100.40588	100.40588
3.90000	0.20586	0.77560	0.59627	-0.20765	100.39063	100.39063
0.50000	0.20544	0.77657	0.59508	-0.20750	100.46997	100.46997
1.30000	0.20505	0.77633	0.59563	-0.20737	100.36621	100.36621
2.10000	0.20594	0.77712	0.59471	-0.20624	100.36621	100.36621
2.90000	0.20531	0.77682	0.59487	-0.20737	100.31738	100.31738
3.70000	0.20612	0.77792	0.59316	-0.20789	100.37842	100.37842
0.30000	0.20583	0.77749	0.59416	-0.20685	100.39063	100.39063
1.10000	0.20521	0.77746	0.59401	-0.20740	100.40588	100.40588
1.90000	0.20602	0.77834	0.59270	-0.20801	100.36621	100.36621
2.70000	0.20510	0.77779	0.59349	-0.20759	100.39368	100.39368
3.50000	0.20591	0.77841	0.59276	-0.20753	100.41809	100.41809
0.10000	0.20615	0.77868	0.59209	-0.20844	100.30212	100.30212
0.90000	0.20492	0.77911	0.59191	-0.20740	100.35400	100.35400
1.70000	0.20620	0.77969	0.59090	-0.20795	100.36621	100.36621
2.50000	0.20524	0.77819	0.59325	-0.20673	100.35400	100.35400
3.30000	0.20560	0.77929	0.59209	-0.20585	100.41809	100.41809
4.10000	0.20610	0.77859	0.59252	-0.20759	100.35400	100.35400
0.70000	0.20534	0.77807	0.59355	-0.20631	100.34180	100.34180
1.50000	0.20594	0.77935	0.59215	-0.20557	100.34180	100.34180
2.30000	0.20542	0.77898	0.59270	-0.20576	100.34180	100.34180
3.10000	0.20552	0.77960	0.59194	-0.20502	100.40588	100.40588
3.90000	0.20589	0.77944	0.59163	-0.20655	100.41809	100.41809
0.50000	0.20495	0.77963	0.59206	-0.20487	100.43030	100.43030
1.30000	0.20594	0.77984	0.59203	-0.20414	100.40283	100.40283
2.10000	0.20521	0.77975	0.59188	-0.20466	100.40588	100.40588
2.90000	0.20537	0.77923	0.59261	-0.20463	100.37842	100.37842
3.70000	0.20623	0.78008	0.59175	-0.20426	100.36621	100.36621
0.30000	0.20508	0.78005	0.59178	-0.20426	100.41809	100.41809
1.10000	0.20544	0.77960	0.59194	-0.20551	100.39368	100.39368
1.90000	0.20542	0.77932	0.59291	-0.20350	100.41809	100.41809
2.70000	0.20524	0.77880	0.59319	-0.20426	100.44250	100.44250
3.50000	0.20591	0.77969	0.59178	-0.20557	100.37842	100.37842
0.10000	0.20516	0.77938	0.59230	-0.20496	100.41809	100.41809
0.90000	0.20604	0.77947	0.59194	-0.20542	100.34180	100.34180
1.70000	0.20552	0.77938	0.59246	-0.20450	100.39368	100.39368
2.50000	0.20518	0.78057	0.59075	-0.20515	100.36621	100.36621
3.30000	0.20612	0.78002	0.59130	-0.20569	100.36621	100.36621
4.10000	0.20516	0.77996	0.59142	-0.20588	100.38147	100.38147
0.70000	0.20583	0.78066	0.59044	-0.20554	100.35400	100.35400
1.50000	0.20565	0.78014	0.59136	-0.20484	100.35400	100.35400
2.30000	0.20484	0.78088	0.59081	-0.20405	100.32959	100.32959
3.10000	0.20610	0.78152	0.58950	-0.20493	100.32654	100.32654
3.90000	0.20505	0.78085	0.59075	-0.20423	100.39368	100.39368
0.50000	0.20581	0.78164	0.58925	-0.20576	100.32959	100.32959
1.30000	0.20571	0.78198	0.58901	-0.20493	100.35400	100.35400
2.10000	0.20497	0.78091	0.59026	-0.20505	100.36926	100.36926
2.90000	0.20583	0.78222	0.58818	-0.20576	100.31433	100.31433
3.70000	0.20526	0.78130	0.59004	-0.20399	100.40588	100.40588
0.30000	0.20573	0.78225	0.58840	-0.20542	100.30212	100.30212
1.10000	0.20615	0.78246	0.58882	-0.20350	100.30212	100.30212
1.90000	0.20539	0.78271	0.58827	-0.20417	100.37842	100.37842
2.70000	0.20578	0.78243	0.58855	-0.20380	100.44250	100.44250
3.50000	0.20550	0.78341	0.58757	-0.20341	100.37842	100.37842
0.10000	0.20544	0.78307	0.58742	-0.20487	100.32959	100.32959
0.90000	0.20586	0.78289	0.58779	-0.20496	100.37842	100.37842
1.70000	0.20497	0.78198	0.58916	-0.20420	100.41809	100.41809
