	Time(ms)	S0(mW)	S1	S2	S3	DOP(%)	Average DOP(%)	
2.50000	0.89501	0.95294	0.30247	0.02329	99.89319	99.89319
0.30000	0.89508	0.95306	0.30247	0.02335	99.86877	99.86877
2.30000	0.89530	0.95297	0.30256	0.02335	99.88403	99.88403
0.10000	0.89493	0.95300	0.30250	0.02365	99.90845	99.90845
2.10000	0.89537	0.95282	0.30305	0.02332	99.87793	99.87793
4.10000	0.89566	0.95303	0.30235	0.02316	99.85352	99.85352
1.90000	0.89573	0.95294	0.30235	0.02326	99.89319	99.89319
3.90000	0.89609	0.95303	0.30241	0.02365	99.90234	99.90234
1.70000	0.89515	0.95306	0.30238	0.02332	99.87793	99.87793
3.70000	0.89472	0.95285	0.30299	0.02332	99.89319	99.89319
1.50000	0.89450	0.95303	0.30226	0.02319	99.90234	99.90234
3.50000	0.89479	0.95291	0.30271	0.02359	99.88403	99.88403
1.30000	0.89464	0.95303	0.30226	0.02319	99.88403	99.88403
3.30000	0.89544	0.95300	0.30256	0.02310	99.89319	99.89319
1.10000	0.89457	0.95294	0.30259	0.02329	99.87793	99.87793
3.10000	0.89537	0.95303	0.30235	0.02295	99.88403	99.88403
0.90000	0.89472	0.95303	0.30238	0.02313	99.89319	99.89319
2.90000	0.89464	0.95300	0.30250	0.02335	99.90234	99.90234
0.70000	0.89450	0.95288	0.30302	0.02332	99.89319	99.89319
2.70000	0.89450	0.95306	0.30229	0.02292	99.85962	99.85962
0.50000	0.89407	0.95306	0.30232	0.02301	99.90845	99.90845
2.50000	0.89486	0.95300	0.30241	0.02319	99.88403	99.88403
0.30000	0.89443	0.95309	0.30229	0.02292	99.87793	99.87793
2.30000	0.89443	0.95294	0.30277	0.02310	99.87793	99.87793
0.10000	0.89399	0.95303	0.30219	0.02307	99.89319	99.89319
2.10000	0.89385	0.95306	0.30238	0.02310	99.90234	99.90234
4.10000	0.89435	0.95312	0.30189	0.02271	99.87793	99.87793
1.90000	0.89486	0.95312	0.30183	0.02289	99.87793	99.87793
3.90000	0.89428	0.95325	0.30161	0.02268	99.90234	99.90234
1.70000	0.89392	0.95318	0.30171	0.02292	99.87793	99.87793
3.70000	0.89392	0.95325	0.30168	0.02283	99.89319	99.89319
1.50000	0.89399	0.95325	0.30164	0.02283	99.85352	99.85352
3.50000	0.89305	0.95303	0.30247	0.02335	99.90845	99.90845
